id,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,per_capita_income_rupiah,yearly_income_rupiah,total_debt_rupiah,kategori_user,credit_category
1015,33,67,1986,4,Female,9761 East Street,33.88,-84.37,47453,96744,128122,838,5,759248000,1547904000,2049952000,Boros,Excellent
1456,48,70,1971,8,Male,884 Tenth Drive,33.12,-89.05,15316,31231,40499,681,3,245056000,499696000,647984000,Hemat,Good
1861,57,65,1962,5,Female,992 Forest Street,33.1,-96.66,32580,66427,103290,779,5,521280000,1062832000,1652640000,Boros,Very Good
161,31,70,1988,11,Male,237 Hill Lane,31.56,-97.18,11512,23469,22976,731,3,184192000,375504000,367616000,Hemat,Good
263,30,69,1989,11,Male,8687 Ninth Drive,40.09,-74.21,13006,26519,63979,663,3,208096000,424304000,1023664000,Hemat,Fair
1389,40,64,1979,8,Female,6950 Federal Avenue,33.83,-86.26,17067,34799,72749,793,2,273072000,556784000,1163984000,Hemat,Very Good
1707,28,70,1991,12,Female,816 Little Creek Lane,46.12,-123.67,17260,35194,56006,620,1,276160000,563104000,896096000,Hemat,Fair
1374,28,66,1991,7,Female,7004 Mill Drive,42.45,-87.84,19463,39679,93772,758,2,311408000,634864000,1500352000,Normal,Very Good
1855,67,66,1952,3,Male,1 Burns Lane,37.3,-121.8,25115,31287,25844,728,4,401840000,500592000,413504000,Hemat,Good
867,26,71,1993,9,Male,381 Sussex Avenue,31.07,-97.61,19032,38805,54466,614,2,304512000,620880000,871456000,Normal,Fair
274,43,67,1976,4,Female,4 North Street,38.89,-77.03,23940,48810,0,799,3,383040000,780960000,0,Boros,Very Good
1552,62,67,1957,6,Male,896 Madison Boulevard,43.65,-116.43,22290,45450,85218,686,3,356640000,727200000,1363488000,Normal,Good
635,25,64,1994,7,Female,5338 Fifth Boulevard,40.76,-74.03,16770,34201,42895,731,1,268320000,547216000,686320000,Hemat,Good
1526,53,64,1966,3,Female,5773 River Street,40.94,-121.74,16742,34137,80467,671,4,267872000,546192000,1287472000,Hemat,Good
319,67,67,1952,12,Male,388 Third Avenue,36.75,-119.67,17683,28357,10400,628,2,282928000,453712000,166400000,Hemat,Fair
740,30,62,1989,8,Female,9104 Second Avenue,29.76,-95.38,15862,32343,39656,683,3,253792000,517488000,634496000,Hemat,Good
965,18,68,2002,1,Female,2108 Spruce Lane,38.58,-121.4,20670,42142,116857,713,2,330720000,674272000,1869712000,Normal,Good
1421,30,65,1989,7,Male,7691 Ocean View Avenue,35.11,-77.07,16177,32985,32764,740,2,258832000,527760000,524224000,Hemat,Very Good
1538,82,62,1937,8,Male,58 River Avenue,40.71,-73.99,16494,23572,216,590,2,263904000,377152000,3456000,Hemat,Fair
1101,25,70,1994,12,Female,142 Rose Drive,42.11,-72.53,14155,28862,20944,751,2,226480000,461792000,335104000,Hemat,Very Good
92,76,68,1943,10,Female,2760 Forest Drive,43.54,-96.73,21089,31145,5132,689,4,337424000,498320000,82112000,Hemat,Good
125,64,70,1956,2,Female,9505 Martin Luther King Avenue,37.63,-121.01,13015,26535,93592,724,5,208240000,424560000,1497472000,Hemat,Good
449,58,70,1962,2,Female,901 Oak Street,40.56,-79.75,19517,39796,9452,729,5,312272000,636736000,151232000,Normal,Good
1173,71,67,1948,3,Male,3095 Hill Boulevard,42.83,-106.32,25502,51703,5371,722,7,408032000,827248000,85936000,Boros,Good
1810,66,66,1953,12,Male,350 North Street,42.22,-83.36,18879,31175,5846,711,5,302064000,498800000,93536000,Hemat,Good
1843,89,73,1930,11,Male,89 Wessex Street,41.5,-87.63,16503,38761,69,760,7,264048000,620176000,1104000,Normal,Very Good
1578,86,62,1933,11,Male,3899 Seventh Lane,30.33,-81.65,19382,33291,695,714,2,310112000,532656000,11120000,Hemat,Good
658,40,64,1980,2,Female,7476 First Lane,29.67,-82.33,25812,52630,68559,725,4,412992000,842080000,1096944000,Boros,Good
1858,73,64,1946,12,Male,6781 Spruce Boulevard,34.25,-118.41,14317,26481,10392,705,1,229072000,423696000,166272000,Hemat,Good
1663,24,59,1995,7,Male,276 12th Boulevard,41.83,-87.68,0,2370,4397,581,1,0,37920000,70352000,Hemat,Fair
1503,59,67,1960,3,Male,1362 Norfolk Drive,32.35,-86.28,21102,43021,86014,725,4,337632000,688336000,1376224000,Normal,Good
725,18,68,2002,1,Male,392 Rose Drive,42.35,-71.06,21809,44466,3096,709,2,348944000,711456000,49536000,Normal,Good
1671,50,57,1969,3,Male,1559 Tenth Street,27.95,-82.48,21033,42886,60474,604,1,336528000,686176000,967584000,Normal,Fair
1233,35,67,1984,5,Male,315 Little Creek Lane,38.71,-90.12,18560,37843,40003,697,3,296960000,605488000,640048000,Normal,Good
1271,34,66,1985,10,Male,539 Maple Drive,36.11,-80.07,23738,48398,138998,642,3,379808000,774368000,2223968000,Boros,Fair
473,33,66,1986,10,Female,26191 George Drive,42.38,-83.1,13820,28181,37929,682,2,221120000,450896000,606864000,Hemat,Good
1541,48,65,1971,10,Female,7139 Lake Boulevard,36.09,-84.13,18353,37422,127116,681,5,293648000,598752000,2033856000,Normal,Good
149,24,54,1995,3,Female,5 Hill Avenue,33.02,-117.12,44747,91237,231619,594,1,715952000,1459792000,3705904000,Boros,Fair
560,59,65,1960,4,Male,9099 Little Creek Drive,44.96,-93.26,21535,43913,83944,676,4,344560000,702608000,1343104000,Normal,Good
1006,37,68,1982,4,Male,7559 Forest Boulevard,41.53,-87.26,21851,44550,117302,761,3,349616000,712800000,1876832000,Normal,Very Good
368,75,73,1945,2,Male,2842 Littlewood Avenue,28.5,-81.37,20121,42806,20432,726,6,321936000,684896000,326912000,Normal,Good
1696,63,65,1956,12,Female,4461 Hill Street,28.32,-80.68,26339,53702,85160,606,1,421424000,859232000,1362560000,Boros,Fair
416,86,65,1933,8,Female,5220 Lincoln Street,36.17,-86.78,20030,38273,1658,765,6,320480000,612368000,26528000,Normal,Very Good
51,29,67,1991,2,Female,3260 Hillside Lane,36.29,-86.6,25166,51303,106248,688,3,402656000,820848000,1699968000,Boros,Good
196,44,64,1975,5,Female,518 Norfolk Avenue,33.29,-83.96,17545,35775,67263,773,1,280720000,572400000,1076208000,Normal,Very Good
690,71,64,1948,3,Female,149 Burns Boulevard,39.59,-105.01,31024,67186,29682,692,1,496384000,1074976000,474912000,Boros,Good
1477,47,67,1972,7,Male,30 First Lane,40.15,-82.68,22934,46763,65106,696,3,366944000,748208000,1041696000,Normal,Good
260,62,70,1958,2,Male,142 Catherine Street,26.21,-98.31,14275,29110,23504,699,3,228400000,465760000,376064000,Hemat,Good
857,90,62,1929,10,Male,3019 Elm Drive,39.46,-74.99,17685,41831,1100,615,1,282960000,669296000,17600000,Normal,Fair
1167,42,65,1978,1,Female,606 Spruce Boulevard,40.33,-75.92,24089,49117,42380,769,3,385424000,785872000,678080000,Boros,Very Good
1358,69,70,1950,4,Female,128 Main Street,43.1,-89.5,33808,68930,72619,768,4,540928000,1102880000,1161904000,Boros,Very Good
1611,68,58,1952,1,Female,44 Ocean Avenue,33.87,-78.63,13907,20334,9544,684,2,222512000,325344000,152704000,Hemat,Good
734,43,61,1976,7,Female,57799 Oak Boulevard,42.88,-78.85,12220,24917,36101,693,2,195520000,398672000,577616000,Hemat,Good
1507,39,67,1980,12,Female,1533 Martin Luther King Lane,42.48,-89.03,21749,44344,82822,744,3,347984000,709504000,1325152000,Normal,Very Good
504,38,68,1982,1,Female,377 Mountain View Drive,37.88,-89.49,16825,34311,61776,705,2,269200000,548976000,988416000,Hemat,Good
524,57,62,1962,3,Male,252 Eighth Lane,38.37,-81.81,17282,35239,43270,726,1,276512000,563824000,692320000,Hemat,Good
525,55,66,1964,4,Male,959 Tenth Street,38.29,-120.58,18223,37147,0,703,3,291568000,594352000,0,Normal,Good
250,50,64,1970,2,Female,61674 Elm Drive,44.52,-122.81,17003,34671,55643,786,6,272048000,554736000,890288000,Hemat,Very Good
479,57,69,1962,10,Male,936 12th Street,39.11,-76.55,30004,61173,71422,692,3,480064000,978768000,1142752000,Boros,Good
343,55,72,1964,9,Female,919 Ocean View Lane,37.73,-121.24,23368,47643,45706,764,8,373888000,762288000,731296000,Normal,Very Good
1196,60,61,1959,6,Female,498 Elm Lane,35.24,-113.76,17113,34895,56622,820,4,273808000,558320000,905952000,Hemat,Excellent
1530,64,68,1956,2,Female,25 Elm Street,32.93,-97.22,0,1785,2892,732,3,0,28560000,46272000,Hemat,Good
1963,98,69,1921,11,Male,468 Spruce Street,38.35,-121.93,26137,33869,370,821,7,418192000,541904000,5920000,Hemat,Excellent
764,77,68,1943,1,Female,6864 Norfolk Boulevard,32.61,-83.63,20835,31066,20902,712,4,333360000,497056000,334432000,Hemat,Good
213,37,68,1982,5,Female,345 George Street,32.91,-96.62,27057,55172,96779,629,3,432912000,882752000,1548464000,Boros,Fair
410,54,60,1966,2,Female,72990 Second Drive,40.62,-96.63,23029,46956,94340,610,2,368464000,751296000,1509440000,Normal,Fair
1685,53,61,1966,7,Male,5886 Ninth Boulevard,33.61,-111.89,36300,74012,93119,681,2,580800000,1184192000,1489904000,Boros,Good
225,32,68,1987,3,Male,69080 Spruce Street,29.76,-95.38,20055,40887,50734,688,4,320880000,654192000,811744000,Normal,Good
1210,32,65,1987,11,Male,6415 Sussex Lane,41.0,-76.85,16935,34531,60156,703,4,270960000,552496000,962496000,Hemat,Good
1336,18,67,2001,7,Female,243 Forest Lane,40.66,-73.84,26481,53995,154800,673,1,423696000,863920000,2476800000,Boros,Good
576,68,64,1951,6,Female,478 Hill Avenue,33.95,-84.54,30747,63502,24100,638,7,491952000,1016032000,385600000,Boros,Fair
1677,51,67,1969,2,Male,849 Littlewood Drive,33.57,-101.87,16272,33178,92366,671,2,260352000,530848000,1477856000,Hemat,Good
1969,84,65,1935,4,Male,402 El Camino Drive,27.48,-82.57,29583,44690,2249,733,5,473328000,715040000,35984000,Normal,Good
1431,56,61,1963,3,Female,6134 Littlewood Lane,30.38,-89.06,19327,39409,52076,599,1,309232000,630544000,833216000,Normal,Fair
558,19,63,2000,5,Male,29894 Martin Luther King Lane,27.97,-82.76,16223,33080,55066,692,3,259568000,529280000,881056000,Hemat,Good
1482,54,64,1965,8,Male,52 Sixth Boulevard,34.06,-84.27,43725,89152,162012,675,1,699600000,1426432000,2592192000,Boros,Good
1295,70,70,1950,2,Female,888 Lincoln Street,46.78,-92.11,17474,27772,14408,788,4,279584000,444352000,230528000,Hemat,Very Good
1468,66,65,1954,1,Male,5238 Plum Street,37.1,-121.6,26188,44137,22392,626,2,419008000,706192000,358272000,Normal,Fair
538,66,69,1954,2,Female,7888 Fourth Street,35.3,-77.15,14844,30265,36789,814,4,237504000,484240000,588624000,Hemat,Excellent
748,55,69,1965,1,Male,2100 Summit Street,29.76,-95.38,18412,37534,99840,706,3,294592000,600544000,1597440000,Normal,Good
1068,21,67,1998,11,Male,3900 Rose Street,35.1,-110.64,15864,32345,61066,730,3,253824000,517520000,977056000,Hemat,Good
41,38,70,1981,3,Male,2750 Rose Boulevard,43.08,-91.56,13332,27183,58323,637,1,213312000,434928000,933168000,Hemat,Fair
807,52,71,1967,8,Female,869 Little Creek Lane,42.77,-86.1,18877,38487,49725,691,3,302032000,615792000,795600000,Normal,Good
1430,69,69,1950,4,Female,131 Tenth Avenue,41.63,-93.74,26764,33642,20874,593,5,428224000,538272000,333984000,Hemat,Fair
1873,51,67,1968,12,Female,3722 Valley Boulevard,31.84,-106.43,16823,34302,84935,651,3,269168000,548832000,1358960000,Hemat,Fair
204,31,67,1988,9,Female,775 Lexington Boulevard,30.64,-97.68,20968,42754,60172,656,1,335488000,684064000,962752000,Normal,Fair
424,24,69,1995,4,Female,4020 Littlewood Street,40.29,-79.99,25037,51045,127864,772,2,400592000,816720000,2045824000,Boros,Very Good
980,84,69,1935,8,Male,463 12th Street,39.32,-76.72,20641,24055,0,733,7,330256000,384880000,0,Hemat,Good
1415,28,68,1991,12,Male,243 Wessex Avenue,33.15,-117.17,22081,45021,77559,689,1,353296000,720336000,1240944000,Normal,Good
600,18,55,2001,5,Male,2819 Littlewood Lane,39.96,-76.73,22991,46878,60121,578,1,367856000,750048000,961936000,Normal,Poor
652,82,66,1937,9,Female,9952 South Lane,41.76,-72.61,20065,22726,1692,784,6,321040000,363616000,27072000,Hemat,Very Good
1129,49,65,1970,4,Male,2379 Forest Lane,33.18,-117.29,16894,34449,36540,686,3,270304000,551184000,584640000,Hemat,Good
885,36,66,1983,12,Male,7121 Fourth Avenue,36.67,-93.86,13895,28334,0,700,3,222320000,453344000,0,Hemat,Good
1899,31,67,1988,8,Female,761 Main Avenue,47.94,-122.0,28037,57166,111755,737,2,448592000,914656000,1788080000,Boros,Good
1369,59,67,1961,1,Female,535 Grant Boulevard,39.35,-85.96,17585,35854,49101,850,2,281360000,573664000,785616000,Normal,Excellent
1057,39,71,1980,7,Female,135 Littlewood Avenue,33.2,-117.29,22050,44958,91549,787,1,352800000,719328000,1464784000,Normal,Very Good
1302,62,72,1958,2,Female,8323 Catherine Boulevard,36.42,-81.46,14218,28988,13351,694,4,227488000,463808000,213616000,Hemat,Good
415,53,65,1966,5,Male,7571 George Street,39.53,-83.43,16544,33729,0,763,4,264704000,539664000,0,Hemat,Very Good
83,31,69,1988,5,Male,766 Catherine Boulevard,38.29,-77.48,29157,59455,96224,557,1,466512000,951280000,1539584000,Boros,Poor
1093,18,70,2002,2,Male,76 Grant Lane,40.64,-73.94,23316,47543,124177,667,1,373056000,760688000,1986832000,Normal,Fair
28,39,65,1980,4,Female,871 12th Lane,38.63,-77.26,26618,54273,110237,789,4,425888000,868368000,1763792000,Boros,Very Good
33,77,71,1942,6,Female,6335 Rose Lane,39.21,-119.71,18239,38692,8902,596,5,291824000,619072000,142432000,Normal,Fair
1646,54,69,1965,11,Male,0 Ocean Boulevard,40.33,-79.83,14663,29898,19719,714,5,234608000,478368000,315504000,Hemat,Good
1847,22,60,1998,1,Female,566 Hillside Street,28.18,-82.74,15418,31443,52826,676,1,246688000,503088000,845216000,Hemat,Good
1152,43,65,1977,2,Male,8061 Spruce Drive,37.94,-91.76,17428,35538,71591,747,1,278848000,568608000,1145456000,Normal,Very Good
134,43,67,1976,12,Male,924 First Drive,31.84,-106.43,24608,50174,145300,643,4,393728000,802784000,2324800000,Boros,Fair
188,24,57,1995,6,Male,9226 Tenth Boulevard,38.85,-77.29,42884,87436,135294,845,2,686144000,1398976000,2164704000,Boros,Excellent
220,33,67,1986,11,Female,3550 Sixth Boulevard,38.1,-122.63,30335,61846,12525,722,4,485360000,989536000,200400000,Boros,Good
1343,22,62,1997,7,Female,777 Valley Stream Lane,41.83,-87.68,11951,24369,37437,575,4,191216000,389904000,598992000,Hemat,Poor
1930,26,68,1993,10,Male,55 Madison Drive,33.2,-97.75,21810,44470,66413,721,3,348960000,711520000,1062608000,Normal,Good
1260,28,65,1991,12,Male,1963 Summit Lane,26.14,-80.13,20995,42806,49194,712,3,335920000,684896000,787104000,Normal,Good
96,69,66,1950,12,Female,20 Oak Street,33.89,-117.78,38948,99825,4344,685,4,623168000,1597200000,69504000,Boros,Good
1166,44,66,1975,5,Female,8659 El Camino Street,39.39,-84.56,19569,39898,43630,682,3,313104000,638368000,698080000,Normal,Good
1533,39,70,1980,12,Female,470 11th Lane,39.77,-86.14,24233,49412,42378,830,3,387728000,790592000,678048000,Boros,Excellent
88,22,68,1997,8,Male,6614 Ninth Boulevard,35.46,-86.08,16349,33337,71679,712,1,261584000,533392000,1146864000,Hemat,Good
1451,58,57,1961,4,Female,9384 Lake Street,42.41,-70.99,20979,17078,25245,719,4,335664000,273248000,403920000,Hemat,Good
57,28,66,1992,2,Female,9706 Mountain View Street,32.33,-111.05,21494,43826,84935,823,1,343904000,701216000,1358960000,Normal,Excellent
1335,51,66,1968,10,Female,29693 Bayview Drive,33.56,-117.63,47991,97845,255288,836,4,767856000,1565520000,4084608000,Boros,Excellent
816,56,65,1964,2,Male,8943 11th Drive,36.56,-82.19,17795,36285,67244,759,5,284720000,580560000,1075904000,Normal,Very Good
1081,31,60,1988,9,Female,9633 Mill Lane,39.69,-104.81,24849,50666,102318,617,3,397584000,810656000,1637088000,Boros,Fair
1385,51,68,1968,7,Female,5537 Eighth Street,44.96,-93.26,40364,82298,182301,789,6,645824000,1316768000,2916816000,Boros,Very Good
1125,25,71,1994,8,Male,99791 12th Boulevard,30.51,-97.67,31839,64917,102747,689,4,509424000,1038672000,1643952000,Boros,Good
1952,26,54,1993,7,Female,541 Federal Avenue,27.75,-82.64,18100,36909,102869,821,1,289600000,590544000,1645904000,Normal,Excellent
1870,24,70,1995,6,Male,5458 Spruce Street,32.85,-117.2,34848,71054,106595,767,2,557568000,1136864000,1705520000,Boros,Very Good
1345,83,66,1936,9,Female,7978 Main Lane,30.21,-90.92,24703,16620,1140,804,8,395248000,265920000,18240000,Hemat,Excellent
1695,45,66,1974,12,Female,238 Ocean View Lane,33.94,-117.99,27973,57027,21798,709,4,447568000,912432000,348768000,Boros,Good
1906,18,71,2001,10,Male,3699 Lafayette Avenue,41.26,-96.01,14199,28950,61297,609,1,227184000,463200000,980752000,Hemat,Fair
1985,50,69,1969,3,Female,9061 Grant Avenue,34.06,-84.27,0,1426,3154,680,3,0,22816000,50464000,Hemat,Good
1604,55,72,1964,11,Male,7680 Fourth Street,34.31,-89.93,15354,31308,59817,742,7,245664000,500928000,957072000,Hemat,Very Good
1933,26,64,1993,5,Male,345 Elm Avenue,29.57,-81.21,14546,29658,45750,589,2,232736000,474528000,732000000,Hemat,Fair
649,48,65,1971,9,Male,9 Fourth Drive,41.5,-74.02,22762,46408,0,847,7,364192000,742528000,0,Normal,Excellent
1486,39,63,1980,4,Female,396 Park Street,36.48,-81.05,11431,23307,31064,789,1,182896000,372912000,497024000,Hemat,Very Good
1744,31,69,1988,3,Female,4238 Birch Lane,35.78,-88.36,14435,29433,61260,693,3,230960000,470928000,980160000,Hemat,Good
1272,27,69,1992,6,Male,581 Seventh Drive,36.0,-115.04,30025,61222,142541,779,1,480400000,979552000,2280656000,Boros,Very Good
400,46,68,1973,5,Female,539 Pine Boulevard,30.17,-85.67,19508,39770,72827,711,4,312128000,636320000,1165232000,Normal,Good
1994,48,66,1971,9,Female,9716 Third Lane,39.38,-119.87,38345,78180,102759,740,3,613520000,1250880000,1644144000,Boros,Very Good
572,29,67,1991,1,Male,202 Washington Drive,29.95,-91.2,23208,47317,42433,680,2,371328000,757072000,678928000,Normal,Good
1442,41,58,1979,1,Male,1036 Spruce Street,43.01,-114.7,14925,30432,101847,624,1,238800000,486912000,1629552000,Hemat,Fair
1853,39,70,1980,5,Male,546 First Avenue,40.34,-94.87,18226,37165,0,771,3,291616000,594640000,0,Normal,Very Good
556,46,66,1973,12,Male,5659 Park Avenue,41.01,-81.6,17856,36405,31815,715,2,285696000,582480000,509040000,Normal,Good
1960,30,61,1989,12,Male,334 Rose Boulevard,38.96,-76.85,23500,47916,69567,612,1,376000000,766656000,1113072000,Normal,Fair
321,52,67,1967,5,Male,262 First Lane,45.18,-89.7,19705,40177,47012,698,4,315280000,642832000,752192000,Normal,Good
483,49,68,1971,2,Female,253 West Drive,48.53,-122.31,19604,39969,68456,713,3,313664000,639504000,1095296000,Normal,Good
404,44,61,1975,9,Male,33 Seventh Boulevard,29.77,-82.48,21979,44816,63043,625,1,351664000,717056000,1008688000,Normal,Fair
1510,32,59,1988,1,Male,835 Main Avenue,33.9,-118.0,24845,50658,72806,764,2,397520000,810528000,1164896000,Boros,Very Good
916,21,68,1998,8,Male,125 First Avenue,36.04,-86.64,20236,41260,80574,682,2,323776000,660160000,1289184000,Normal,Good
1635,54,58,1965,3,Male,90 Sussex Drive,40.68,-73.78,20760,42332,75213,616,6,332160000,677312000,1203408000,Normal,Fair
1384,74,67,1946,1,Female,528 Lake Drive,38.53,-90.0,22545,23011,30510,721,3,360720000,368176000,488160000,Hemat,Good
943,64,61,1955,4,Male,66 Grant Lane,40.2,-74.78,39495,87317,41998,773,1,631920000,1397072000,671968000,Boros,Very Good
1236,72,65,1947,9,Female,521 Main Lane,38.86,-104.76,14645,25243,18006,730,6,234320000,403888000,288096000,Hemat,Good
969,24,70,1996,2,Female,18360 Valley Avenue,33.81,-117.79,28884,58893,113715,666,3,462144000,942288000,1819440000,Boros,Fair
508,24,69,1995,7,Male,3221 Tenth Lane,39.75,-75.09,31547,64319,0,757,3,504752000,1029104000,0,Boros,Very Good
496,47,63,1972,8,Male,16893 Fifth Avenue,32.76,-96.59,17810,36319,44737,730,4,284960000,581104000,715792000,Normal,Good
450,39,66,1980,9,Male,253 Lexington Avenue,37.07,-76.51,21186,43192,33517,739,3,338976000,691072000,536272000,Normal,Good
1753,46,58,1974,2,Male,95612 South Street,32.28,-90.0,22304,45476,67636,506,1,356864000,727616000,1082176000,Normal,Poor
304,31,68,1988,8,Male,6606 Sixth Drive,41.14,-104.79,20255,41297,34703,685,2,324080000,660752000,555248000,Normal,Good
839,45,63,1975,1,Female,96493 Valley Stream Avenue,41.63,-73.21,26674,54384,69717,622,3,426784000,870144000,1115472000,Boros,Fair
138,43,68,1977,2,Female,754 South Avenue,40.77,-79.04,16071,32770,103262,641,4,257136000,524320000,1652192000,Hemat,Fair
43,26,66,1993,8,Female,5594 12th Drive,33.99,-118.39,29972,61104,79486,721,4,479552000,977664000,1271776000,Boros,Good
1187,55,67,1964,9,Male,203 Valley Lane,44.78,-89.68,23216,47334,87775,701,3,371456000,757344000,1404400000,Normal,Good
849,67,69,1952,7,Female,5456 Ninth Avenue,39.95,-75.16,21497,43828,60231,711,3,343952000,701248000,963696000,Normal,Good
654,47,69,1972,7,Female,646 South Lane,39.14,-81.78,16618,33883,50616,524,1,265888000,542128000,809856000,Hemat,Poor
1898,44,72,1975,9,Male,5521 Spruce Avenue,32.35,-86.28,25009,50993,75783,675,5,400144000,815888000,1212528000,Boros,Good
1971,48,66,1971,9,Male,829 Grant Boulevard,43.45,-76.5,20447,41690,69869,763,2,327152000,667040000,1117904000,Normal,Very Good
1020,29,66,1991,1,Female,331 Essex Drive,42.03,-88.08,26545,54122,166903,796,4,424720000,865952000,2670448000,Boros,Very Good
22,56,66,1963,3,Male,5651 North Boulevard,38.99,-76.88,26467,53966,135478,747,1,423472000,863456000,2167648000,Boros,Very Good
436,20,65,2000,1,Female,599 Hillside Drive,40.32,-75.32,26273,53569,79540,623,1,420368000,857104000,1272640000,Boros,Fair
1823,67,70,1952,5,Male,172 Third Lane,33.27,-111.94,32056,65362,27745,743,6,512896000,1045792000,443920000,Boros,Very Good
589,58,72,1961,11,Male,250 Hillside Drive,40.55,-81.91,13259,27035,58050,595,2,212144000,432560000,928800000,Hemat,Fair
49,38,74,1981,6,Male,190 Burns Avenue,40.81,-81.93,18962,38663,59053,686,3,303392000,618608000,944848000,Normal,Good
1350,22,65,1998,2,Female,637 Main Avenue,33.84,-118.07,21940,44740,103896,651,1,351040000,715840000,1662336000,Normal,Fair
1525,43,70,1976,9,Female,534 Sixth Boulevard,29.88,-90.06,19126,38994,0,728,4,306016000,623904000,0,Normal,Good
69,54,67,1965,10,Female,3067 First Street,40.52,-81.47,18794,38318,93284,748,6,300704000,613088000,1492544000,Normal,Very Good
234,42,73,1977,11,Female,8027 Main Drive,32.76,-96.59,18452,37623,923,726,6,295232000,601968000,14768000,Normal,Good
608,32,65,1987,10,Male,702 Grant Drive,37.78,-121.99,0,2365,0,769,3,0,37840000,0,Hemat,Very Good
1064,50,65,1969,12,Female,477 Madison Lane,37.68,-122.43,23752,48428,72566,654,1,380032000,774848000,1161056000,Boros,Fair
374,58,66,1961,11,Male,50 Spruce Street,38.47,-121.44,15290,31177,18859,689,5,244640000,498832000,301744000,Hemat,Good
286,38,69,1981,10,Male,4232 Grant Drive,31.15,-88.55,18746,38223,30756,725,4,299936000,611568000,492096000,Normal,Good
1419,53,64,1966,9,Female,634 Grant Boulevard,33.74,-84.37,30157,61490,116180,647,1,482512000,983840000,1858880000,Boros,Fair
1435,41,78,1978,10,Female,9872 Lexington Street,34.06,-84.27,45132,92017,157723,703,3,722112000,1472272000,2523568000,Boros,Good
1683,43,69,1976,12,Male,85 East Drive,31.84,-106.43,12313,25109,92,850,3,197008000,401744000,1472000,Hemat,Excellent
727,44,68,1975,5,Male,310 Bayview Boulevard,38.63,-90.24,19874,40522,81572,801,5,317984000,648352000,1305152000,Normal,Excellent
1150,46,67,1973,4,Male,5692 Jefferson Boulevard,32.83,-97.17,30913,63030,93406,791,5,494608000,1008480000,1494496000,Boros,Very Good
332,61,65,1958,7,Male,8794 Catherine Lane,39.52,-85.77,18324,37362,21600,703,4,293184000,597792000,345600000,Normal,Good
487,52,68,1967,7,Male,9028 Valley Stream Avenue,42.66,-73.79,27005,55059,162462,735,3,432080000,880944000,2599392000,Boros,Good
735,49,67,1970,12,Female,676 Bayview Street,47.79,-122.2,33226,67743,67132,752,3,531616000,1083888000,1074112000,Boros,Very Good
137,33,65,1986,7,Female,3177 Oak Avenue,36.33,-82.36,20142,41069,64073,644,3,322272000,657104000,1025168000,Normal,Fair
570,34,65,1985,9,Male,6781 Ocean View Drive,34.29,-83.83,15814,32245,43097,625,1,253024000,515920000,689552000,Hemat,Fair
1121,44,68,1975,6,Female,8476 Lincoln Street,32.78,-79.99,41380,84365,113529,796,5,662080000,1349840000,1816464000,Boros,Very Good
860,55,65,1965,2,Male,7035 River Boulevard,39.01,-77.02,30794,62791,193215,692,4,492704000,1004656000,3091440000,Boros,Good
518,31,61,1988,4,Male,558 North Street,44.06,-70.39,22283,45433,91998,523,1,356528000,726928000,1471968000,Normal,Poor
1203,36,62,1984,2,Male,5867 East Street,43.42,-73.71,20371,41537,128044,582,1,325936000,664592000,2048704000,Normal,Fair
944,58,71,1961,10,Male,3817 Martin Luther King Avenue,33.77,-118.34,58517,119308,89328,789,6,936272000,1908928000,1429248000,Boros,Very Good
388,25,66,1994,10,Female,6444 Maple Lane,28.92,-81.92,8491,17310,21853,749,2,135856000,276960000,349648000,Hemat,Very Good
741,75,66,1944,9,Male,239 Third Drive,42.35,-71.06,21695,41316,22629,826,1,347120000,661056000,362064000,Normal,Excellent
1737,52,65,1967,3,Male,14813 El Camino Drive,42.46,-82.94,18487,37686,41173,739,4,295792000,602976000,658768000,Normal,Good
1709,62,69,1957,3,Female,628 Third Avenue,40.46,-96.37,17420,35519,111115,744,1,278720000,568304000,1777840000,Normal,Very Good
1018,90,71,1929,10,Female,350 Main Boulevard,29.57,-81.21,17142,31805,614,755,6,274272000,508880000,9824000,Hemat,Very Good
275,43,58,1977,2,Female,973 River Street,29.56,-95.02,37415,76288,120771,710,4,598640000,1220608000,1932336000,Boros,Good
1367,49,67,1970,6,Female,364 Plum Lane,44.52,-87.98,16801,34255,36094,708,4,268816000,548080000,577504000,Hemat,Good
1965,24,65,1996,1,Male,34 Oak Boulevard,43.9,-123.02,18364,37443,0,745,1,293824000,599088000,0,Normal,Very Good
284,51,65,1968,4,Male,822 Martin Luther King Drive,33.44,-111.76,25005,50980,0,754,4,400080000,815680000,0,Boros,Very Good
79,70,66,1949,10,Female,990 North Lane,30.36,-87.17,20045,29164,19851,625,4,320720000,466624000,317616000,Hemat,Fair
1515,77,67,1942,12,Female,7239 Hill Lane,40.34,-76.42,20983,30457,19314,520,5,335728000,487312000,309024000,Hemat,Poor
1934,47,67,1973,1,Female,820 Second Lane,34.0,-118.3,13614,27763,59691,691,1,217824000,444208000,955056000,Hemat,Good
9,29,60,1990,12,Male,22 Mill Drive,32.63,-117.05,20102,40988,89801,540,3,321632000,655808000,1436816000,Normal,Poor
1964,68,64,1951,12,Male,973 Federal Drive,35.64,-78.45,22644,38637,30595,643,4,362304000,618192000,489520000,Normal,Fair
